path,npy,flag,box,n_dets
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_233__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_233__-corto-termino.mp4.npy,ok,"366,0,617",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_237__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_237__-corto-termino..mp4.npy,ok,"273,0,778",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_242__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_242__-corto-termino.mp4.npy,ok,"271,0,821",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_251__-Esto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_251__-Esto-termino..mp4.npy,ok,"334,0,668",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_262__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_262__-corto-termino.mp4.npy,ok,"166,0,1080",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_265__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_265__-corto-termino.mp4.npy,ok,"226,0,975",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_271__-Corto,-termino..mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_271__-Corto_-termino..mp4.npy,ok,"214,0,1080",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_292__-corto,-termino.mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_292__-corto_-termino.mp4.npy,ok,"292,0,776",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_300__-corto,-termino.mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_300__-corto_-termino.mp4.npy,ok,"212,0,940",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_306__-corto,-termino..mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_306__-corto_-termino..mp4.npy,ok,"181,3,1076",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_310__-Corto.-Termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_310__-Corto.-Termino..mp4.npy,ok,"323,0,674",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_315__-Corto.-Termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_315__-Corto.-Termino..mp4.npy,ok,"202,0,1080",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_31__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_31__-corto-termino.mp4.npy,ok,"141,0,1019",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_327__-corto,-termino.mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_327__-corto_-termino.mp4.npy,ok,"179,0,1032",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_331__.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_331__.mp4.npy,ok,"347,0,617",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_338__-corto,-termino.mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_338__-corto_-termino.mp4.npy,ok,"232,16,1004",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_343__-corto..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_343__-corto..mp4.npy,ok,"355,0,614",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_349__-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_349__-termino.mp4.npy,ok,"323,0,670",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_354__-corto.-Termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_354__-corto.-Termino..mp4.npy,ok,"296,0,750",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_366__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_366__-corto-termino.mp4.npy,ok,"242,0,883",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_374__-corto,-termino..mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_374__-corto_-termino..mp4.npy,ok,"231,3,1076",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_384__-corto,-termino.mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_384__-corto_-termino.mp4.npy,ok,"176,0,1080",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_391__-Corto.-Termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_391__-Corto.-Termino..mp4.npy,ok,"195,0,1080",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_398__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_398__-corto-termino..mp4.npy,ok,"238,0,1080",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_40__-Activa,-exit,-descar-expressive-Habla-y-saca.mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_40__-Activa_-exit_-descar-expressive-Habla-y-saca.mp4.npy,ok,"287,0,795",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_50__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_50__-corto-termino.mp4.npy,ok,"334,0,641",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_53__.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_53__.mp4.npy,ok,"840,0,1080",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_61__-Corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_61__-Corto-termino..mp4.npy,ok,"406,0,587",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_66__-No-he�eles,-no-hare-ninguno.-Con-Liam,-de-faculty,-con-los-175-expertos-de-la-Accion-Squeaks,-gran-agradecimiento-a-todos-los-creek-toast-por-esta-ocasion,.mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_66__-No-he_eles_-no-hare-ninguno.-Con-Liam_-de-faculty_-con-los-175-expertos-de-la-Accion-.npy,ok,"400,0,663",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_69__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_69__-corto-termino.mp4.npy,ok,"827,0,1080",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_73__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_73__-corto-termino.mp4.npy,ok,"415,0,633",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_79__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_79__-corto-termino.mp4.npy,ok,"285,0,1080",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_99__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_99__-corto-termino.mp4.npy,ok,"221,0,982",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_107__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_107__-corto-termino..mp4.npy,ok,"24,75,804",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_112__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_112__-corto-termino.mp4.npy,ok,"0,93,793",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_118__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_118__-corto-termino.mp4.npy,ok,"229,0,636",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_135__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_135__-corto-termino..mp4.npy,ok,"323,0,581",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_153__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_153__-corto-termino.mp4.npy,ok,"201,0,653",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_15__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_15__-corto-termino.mp4.npy,ok,"218,3,670",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_174__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_174__-corto-termino.mp4.npy,ok,"0,42,838",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_177__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_177__-corto-termino.mp4.npy,ok,"17,115,761",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_184__-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_184__-termino..mp4.npy,ok,"86,18,812",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_191__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_191__-corto-termino.mp4.npy,ok,"22,15,823",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_199__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_199__-corto-termino..mp4.npy,ok,"322,0,582",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_21__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_21__-corto-termino.mp4.npy,ok,"17,31,813",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_227__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_227__-corto-termino..mp4.npy,ok,"516,169,611",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_233__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_233__-corto-termino.mp4.npy,ok,"346,0,557",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_236__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_236__-corto-termino.mp4.npy,ok,"254,0,608",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_242__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_242__-corto-termino.mp4.npy,ok,"162,11,705",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_251__-Esto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_251__-Esto-termino..mp4.npy,ok,"306,0,585",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_263__.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_263__.mp4.npy,ok,"331,0,571",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_266__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_266__-corto-termino.mp4.npy,ok,"484,168,638",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_275__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_275__-corto-termino.mp4.npy,ok,"247,0,625",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_292__-corto,-termino.mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_292__-corto_-termino.mp4.npy,ok,"211,0,667",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_300__-corto,-termino.mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_300__-corto_-termino.mp4.npy,ok,"88,0,804",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_305__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_305__-corto-termino.mp4.npy,ok,"172,0,710",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_310__-Corto.-Termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_310__-Corto.-Termino..mp4.npy,ok,"277,8,588",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_315__-Corto.-Termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_315__-Corto.-Termino..mp4.npy,ok,"0,137,735",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_326__-Termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_326__-Termino..mp4.npy,ok,"325,0,558",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_332__-corto,-termino.mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_332__-corto_-termino.mp4.npy,ok,"154,2,720",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_51__-Corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_51__-Corto-termino..mp4.npy,ok,"207,0,681",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_58__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_58__-corto-termino..mp4.npy,ok,"615,307,445",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_61__-Corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_61__-Corto-termino..mp4.npy,ok,"391,0,540",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_68__.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_68__.mp4.npy,ok,"0,230,601",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_72__-Termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_72__-Termino..mp4.npy,ok,"313,0,577",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_75__-El-recuerdo-termina..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_75__-El-recuerdo-termina..mp4.npy,ok,"0,68,820",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_80__-El-recuerdo-termina..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_80__-El-recuerdo-termina..mp4.npy,ok,"460,140,659",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_98__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_98__-corto-termino.mp4.npy,ok,"298,0,583",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_102__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_102__-corto-termino..mp4.npy,ok,"723,0,475",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_107__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_107__-corto-termino.mp4.npy,ok,"708,0,632",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_115__-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_115__-termino..mp4.npy,ok,"720,0,550",3
