path,dataset,clase,split,sesion,camara,evento,duration,width,height,fps,score_prod
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_242__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,242,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_244__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,244,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_27__-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,27,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_30__-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,30,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_31__-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,31,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_40__-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,40,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_4__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,4,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_54__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,54,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_56__-Corte,-termino.-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,56,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_57__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,57,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_58__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,58,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_5__-Corte-Termino.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,5,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_60__-Corte-termino.-Corte-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,60,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_72__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,72,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_75__-corte,-termino.mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,75,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_77__-Corte,-termino.-Corte,-termino.-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,77,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_79__-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,79,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_80__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,80,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_81__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,81,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_87__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,87,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_89__-Eh-Corte-Camino.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,89,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_3_92__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,3,92,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_0__-MY-ID-but-with-X-assuming.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,0,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_10__-Corte-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,10,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_131__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,131,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_156__-corte-termino.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,156,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_157__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,157,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_158__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,158,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_159__-Corte-y-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,159,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_160__-corte-y-termino.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,160,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_161__-Corte-y-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,161,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_162__-Corte-y-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,162,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_163__-El-corte-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,163,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_164__-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,164,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_166__-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,166,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_182__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,182,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_191__-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,191,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_192__-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,192,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_225__-Corte-termino.-Corte-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,225,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_226__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,226,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_227__-corte-y-termino.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,227,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_228__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,228,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_229__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,229,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_230__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,230,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_231__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,231,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_232__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,232,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_233__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,233,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_234__-corte,-termino.mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,234,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_242__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,242,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_51__-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,51,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_54__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,54,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_64__-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,64,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_66__-Corte,-termino.-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,66,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_72__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,72,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_77__-Corte,-termino.-Corte,-termino.-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,77,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_79__-Corte,-termino.-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,79,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_80__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,80,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_81__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,81,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_92__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_1_2024-12-16_13-02-13,4,92,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_0__-corte-termino.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,0,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_107__-Corte-y-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,107,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_10__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,10,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_110__-Por-te-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,110,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_114__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,114,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_11__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,11,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_169__.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,169,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_17__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,17,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_18__-Cuarto-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,18,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_24__-corte-termino.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,24,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_38__-Corte,-termino..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,38,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_39__-Corte-y-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,39,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_3__-Termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,3,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_44__.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,44,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_45__-corte-y-termino.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,45,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_47__-Corte-y-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,47,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_49__-La-parte-termina..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,49,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_4__-Corte-termino..mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,4,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_51__.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,51,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_69__.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,69,4.0,1920,1080,25.0,
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_6__-Corte,-termino.-Eh,-Jose,--vale_--Puedes-decir-a-Pedro-que-estoy-grabando_--Si_-Ahora..mp4",todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,6,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_71__--Suscribete-al-canal-.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,71,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_73__.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,73,4.0,1920,1080,25.0,
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_1_82__.mp4,todo_showroom,no_obvio_eval,test,ROBO_JOSE_2_2024-12-20_12-37-49,1,82,4.0,1920,1080,25.0,
