npy,label,split,marco,x0,y0,x1,y1,fps,dataset_tipo,clip_origen
"L10__ainhoa__accion___10___OCT10_bolsillost2_402__-Corte,-sostengo..npy",10,train,1.06,955,248,1228,521,25,ainhoa,"accion___10___OCT10_bolsillost2_402__-Corte,-sostengo..mp4"
"L12__ainhoa__accion___12___OCT04_primera_t3_622__-Corte,-dejo.__metadata-informacion.-Zona-norte-2.-Robo-abrigo..npy",12,train,1.055,481,167,787,473,25,ainhoa,"accion___12___OCT04_primera_t3_622__-Corte,-dejo.__metadata-informacion.-Zona-norte-2.-Robo-abrigo..mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_2_89__Corte-tomar_AINHOA6.npy,1,train,1.076,819,157,1005,343,25,dia,accion___1___JUAN15ABRILtestcamara_2_89__Corte-tomar_AINHOA6.mp4
L03__ainhoa__accion___3___SEP30_t2_777__-corte-saco.__metadata-informacion.-Zona-norte-3.-Objeto-pantaron.-Categoria-textil.-Robo-bolso..npy,3,train,1.078,608,266,912,570,25,ainhoa,accion___3___SEP30_t2_777__-corte-saco.__metadata-informacion.-Zona-norte-3.-Objeto-pantaron.-Categoria-textil.-Robo-bolso..mp4
L01__ainhoa__accion___1___OCT01_primera_t3_586__-Corte--Agarro__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy,1,train,1.045,504,107,754,357,25,ainhoa,accion___1___OCT01_primera_t3_586__-Corte--Agarro__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4
L00__ainhoa__accion___0___SEP30_t4_577__-sostengo.__metadata-informacion.-Zona-Sur-2.-Objeto-camiseta.-Categoria-textil.-Robo-bolso..npy,0,train,1.062,110,572,532,994,25,ainhoa,accion___0___SEP30_t4_577__-sostengo.__metadata-informacion.-Zona-Sur-2.-Objeto-camiseta.-Categoria-textil.-Robo-bolso..mp4
"L04__todo_showroom__accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_4_98__-corte,-termino.npy",4,train,1.063,180,278,600,698,25,todo_showroom,"accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_4_98__-corte,-termino.mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_2_36__Corte-dejar-carrito._JUAN10.npy,2,train,1.025,656,144,949,437,25,dia,accion___2___JUAN15ABRILtestcamara_2_36__Corte-dejar-carrito._JUAN10.mp4
L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_2_409__-Corte.-Termino..npy,4,train,1.056,750,128,990,368,25,todo_showroom,accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_2_409__-Corte.-Termino..mp4
L48__todo_showroom__accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_2_174__-corto-termino.npy,48,train,1.077,1002,147,1265,410,25,todo_showroom,accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_2_174__-corto-termino.mp4
"L00__ainhoa__accion___0___OCT01_primera_t4_526__-Corte,-sostengo.__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy",0,train,1.098,207,383,599,775,25,ainhoa,"accion___0___OCT01_primera_t4_526__-Corte,-sostengo.__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4"
L47__dia__accion___42___MIGUEL1testcamara_1_207__Corte-camino._JOSESEC2.npy,47,train,1.091,802,107,1154,459,25,dia,accion___42___MIGUEL1testcamara_1_207__Corte-camino._JOSESEC2.mp4
"L10__ainhoa__accion___10___OCT03_primera_t1_672__-Corte,-sostengo.__metadata-informacion.-Sola-norte-3.-Robo-bolsillo.-Corte-y.npy",10,train,1.086,627,233,945,551,25,ainhoa,"accion___10___OCT03_primera_t1_672__-Corte,-sostengo.__metadata-informacion.-Sola-norte-3.-Robo-bolsillo.-Corte-y.mp4"
"L04__ainhoa__accion___4___obvio_SEP26_primera_t2_795__-Corte,-guardo.__metadata-informacion-Zona-centro-1-Objeto-pantalon-Categoria-textil-Robo-bolso.npy",4,train,1.077,951,194,1182,425,25,ainhoa,"accion___4___obvio_SEP26_primera_t2_795__-Corte,-guardo.__metadata-informacion-Zona-centro-1-Objeto-pantalon-Categoria-textil-Robo-bolso.mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_4_3__Corte-agarrar._JUAN5.npy,1,train,1.048,627,197,1164,734,25,dia,accion___1___JUAN15ABRILtestcamara_4_3__Corte-agarrar._JUAN5.mp4
"L11__ainhoa__accion___11___OCT09_t2_25__-Corte,-agarra.__metadata-informacion.-Zona-sur-4.-Robo-bolso..npy",11,train,1.063,553,254,853,554,25,ainhoa,"accion___11___OCT09_t2_25__-Corte,-agarra.__metadata-informacion.-Zona-sur-4.-Robo-bolso..mp4"
L11__dia__accion___9___JUAN15ABRILtestcamara_4_7__Corte-topar._JUAN12.npy,11,train,1.055,724,91,1055,422,25,dia,accion___9___JUAN15ABRILtestcamara_4_7__Corte-topar._JUAN12.mp4
"L26__ainhoa__accion___26___saltar2t3_42__-Corte,-saltar..npy",26,train,1.093,595,71,916,392,25,ainhoa,"accion___26___saltar2t3_42__-Corte,-saltar..mp4"
L00__dia__accion___0___JUAN15ABRILtestcamara_2_190__Corte-leer._JUAN12.npy,0,train,1.068,865,142,1140,417,25,dia,accion___0___JUAN15ABRILtestcamara_2_190__Corte-leer._JUAN12.mp4
L29__ainhoa__accion___29___sentarset4_136__-Corte-extra..npy,29,train,1.062,326,224,779,677,25,ainhoa,accion___29___sentarset4_136__-Corte-extra..mp4
L14__ainhoa__accion___14___OCT04_primera_t3_1440__-corte-guardo.__metadata-informacion.-Zona-norte-1.-Robo-abrigo..npy,14,train,1.082,524,107,785,368,25,ainhoa,accion___14___OCT04_primera_t3_1440__-corte-guardo.__metadata-informacion.-Zona-norte-1.-Robo-abrigo..mp4
"L03__dia__accion___3___JUAN15ABRILtestcamara_1_71__Corte,-sacar._JUAN8.npy",3,train,1.092,874,133,1210,469,25,dia,"accion___3___JUAN15ABRILtestcamara_1_71__Corte,-sacar._JUAN8.mp4"
L04__dia_guardar__accion___4___obvioMIGUEL1testcamara_4_274__Corte-guardo._JOSESEC2.npy,4,train,1.088,620,116,924,420,25,dia_guardar,accion___4___obvioMIGUEL1testcamara_4_274__Corte-guardo._JOSESEC2.mp4
"L40__ainhoa__accion___40___corrert4_98__-corte,-correr.npy",40,train,1.061,468,166,763,461,25,ainhoa,"accion___40___corrert4_98__-corte,-correr.mp4"
L24__ainhoa__accion___24___relojt1_61__-Corte-bajar__metadata-informno-metadata.npy,24,train,1.047,644,127,834,317,25,ainhoa,accion___24___relojt1_61__-Corte-bajar__metadata-informno-metadata.mp4
L36__ainhoa__accion___36___botellat1_149__-y-el-corte-abrir..npy,36,train,1.016,842,144,1077,379,25,ainhoa,accion___36___botellat1_149__-y-el-corte-abrir..mp4
"L34__ainhoa__accion___34___bolsot1_69__-corte,-dejo.npy",34,val,1.041,663,164,910,411,25,ainhoa,"accion___34___bolsot1_69__-corte,-dejo.mp4"
L04__dia_guardar__accion___4___obvioJUAN15ABRILtestcamara_1_51__Corte-guardar._JUAN7.npy,4,train,1.086,868,113,1164,409,25,dia_guardar,accion___4___obvioJUAN15ABRILtestcamara_1_51__Corte-guardar._JUAN7.mp4
"L42__ainhoa__accion___42___gafast1_37__-Corte,-quitar.npy",42,train,1.066,698,90,893,285,25,ainhoa,"accion___42___gafast1_37__-Corte,-quitar.mp4"
L22__ainhoa__accion___22___mochielat1_120__-corte-y-quita.npy,22,train,1.093,797,119,1038,360,25,ainhoa,accion___22___mochielat1_120__-corte-y-quita.mp4
L03__dia__accion___3___JUAN15ABRILtestcamara_3_30__Corte-sacar._JUAN10.npy,3,train,1.016,528,255,1006,733,25,dia,accion___3___JUAN15ABRILtestcamara_3_30__Corte-sacar._JUAN10.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_3_311__-corto-termino.npy,4,train,1.014,897,205,1540,848,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_3_311__-corto-termino.mp4
L12__ainhoa__accion___12___OCT04_primera_t4_177__-Corte-lejos.__metadata-informacion.-Zona-centro-2.-Robo-abrigo..npy,12,train,1.064,744,227,1080,563,25,ainhoa,accion___12___OCT04_primera_t4_177__-Corte-lejos.__metadata-informacion.-Zona-centro-2.-Robo-abrigo..mp4
L04__todo_showroom__accion___4___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_obvio_testTOMA_DE_DATOS_4_3__-Termino..npy,4,train,1.015,428,126,704,402,25,todo_showroom,accion___4___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_obvio_testTOMA_DE_DATOS_4_3__-Termino..mp4
L47__dia__accion___42___MIGUEL1testcamara_3_154__Corte-camino._JOSESEC2.npy,47,val,1.033,581,79,989,487,25,dia,accion___42___MIGUEL1testcamara_3_154__Corte-camino._JOSESEC2.mp4
L13__ainhoa__accion___13___OCT10_abrigost3_330__-corte-saco__metadata-informacion.-Zona-Sur-3.-Robo-abrigo..npy,13,train,1.084,506,395,949,838,25,ainhoa,accion___13___OCT10_abrigost3_330__-corte-saco__metadata-informacion.-Zona-Sur-3.-Robo-abrigo..mp4
"L47__dia__accion___42___MIGUEL1testcamara_4_521__Corte,-caminar_MIGUEL2.npy",47,val,1.078,536,162,1068,694,25,dia,"accion___42___MIGUEL1testcamara_4_521__Corte,-caminar_MIGUEL2.mp4"
"L01__dia__accion___1___MIGUEL1testcamara_2_461__Corte,-agarro_JOSESEC1.npy",1,val,1.001,1058,257,1175,374,25,dia,"accion___1___MIGUEL1testcamara_2_461__Corte,-agarro_JOSESEC1.mp4"
L05__ainhoa__accion___5___primera-tirada-11.2m_11__-Corte.-Once.-Corte.-Seis-a-tres._muy_l4rg0_1.npy,5,train,1.079,509,423,1166,1080,25,ainhoa,accion___5___primera-tirada-11.2m_11__-Corte.-Once.-Corte.-Seis-a-tres._muy_l4rg0_1.mp4
L01__ainhoa__accion___1___OCT01_primera_t3_1366__-Porte-agarro.__metadata-informacion.-Zona-centro-1.-Objeto-camiseta.-Categoria-textil.-Robo-bolsillo__91e17fa5.npy,1,train,1.017,445,240,807,602,25,ainhoa,accion___1___OCT01_primera_t3_1366__-Porte-agarro.__metadata-informacion.-Zona-centro-1.-Objeto-camiseta.-Categoria-textil.-Robo-bolsillo..mp4
"L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_1_62__-Corte,-termino..npy",4,train,1.035,900,142,1174,416,25,todo_showroom,"accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_1_62__-Corte,-termino..mp4"
"L10__ainhoa__accion___10___OCT04_primera_t1_1371__-Corte,-sostengo.__metadata-informacion.-Zona-norte-3.-Robo-abrigo..npy",10,train,1.035,610,249,916,555,25,ainhoa,"accion___10___OCT04_primera_t1_1371__-Corte,-sostengo.__metadata-informacion.-Zona-norte-3.-Robo-abrigo..mp4"
"L01__dia__accion___1___MIGUEL1testcamara_2_375__Corte,-agarro_JOSESEC1.npy",1,train,1.002,1007,161,1219,373,25,dia,"accion___1___MIGUEL1testcamara_2_375__Corte,-agarro_JOSESEC1.mp4"
L47__dia__accion___47___MIGUEL1testcamara_4_230__corte-cempujoo-caempujoo_ainhoa5.npy,47,train,1.088,330,334,826,830,25,dia,accion___47___MIGUEL1testcamara_4_230__corte-cempujoo-caempujoo_ainhoa5.mp4
L14__dia__accion___14___MIGUEL1testcamara_4_260__Corte-guardo_JOSESEC3.npy,14,train,1.026,240,341,666,767,25,dia,accion___14___MIGUEL1testcamara_4_260__Corte-guardo_JOSESEC3.mp4
L14__dia__accion___14___MIGUEL1testcamara_4_519__Corte-guardar._MIGUEL5.npy,14,train,1.046,575,425,1046,896,25,dia,accion___14___MIGUEL1testcamara_4_519__Corte-guardar._MIGUEL5.mp4
L47__dia__accion___42___MIGUEL1testcamara_4_98__Corte-caminar._MIGUEL4.npy,47,val,1.034,221,122,775,676,25,dia,accion___42___MIGUEL1testcamara_4_98__Corte-caminar._MIGUEL4.mp4
L47__dia__accion___42___MIGUEL1testcamara_2_481__Corte-caminar_MIGUEL4.npy,47,train,1.034,723,105,1173,555,25,dia,accion___42___MIGUEL1testcamara_2_481__Corte-caminar_MIGUEL4.mp4
"L02__dia__accion___2___MIGUEL1testcamara_3_223__Corte,-dejo_JOSESEC1.npy",2,val,1.057,403,315,890,802,25,dia,"accion___2___MIGUEL1testcamara_3_223__Corte,-dejo_JOSESEC1.mp4"
L22__ainhoa__accion___22___mochielat4_26__-corte-y-quita.npy,22,train,1.042,479,165,735,421,25,ainhoa,accion___22___mochielat4_26__-corte-y-quita.mp4
"L47__dia__accion___42___MIGUEL1testcamara_1_365__Corte,-caminar_MIGUEL3.npy",47,train,1.026,652,94,1011,453,25,dia,"accion___42___MIGUEL1testcamara_1_365__Corte,-caminar_MIGUEL3.mp4"
"L01__dia__accion___1___MIGUEL1testcamara_2_274__Corte,-agarro_JOSESEC1.npy",1,train,1.046,1016,154,1242,380,25,dia,"accion___1___MIGUEL1testcamara_2_274__Corte,-agarro_JOSESEC1.mp4"
"L00__ainhoa__accion___0___SEP30_t3_481__-corte,-sostengo__metadata-informacion.-Zona-centro-2.-Objeto-camiseta.-Categoria-textil.-Robo-abrigo..npy",0,val,1.042,913,196,1266,549,25,ainhoa,"accion___0___SEP30_t3_481__-corte,-sostengo__metadata-informacion.-Zona-centro-2.-Objeto-camiseta.-Categoria-textil.-Robo-abrigo..mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_3_168__Korte-tomar_AINHOA1.npy,1,train,1.047,727,243,1164,680,25,dia,accion___1___JUAN15ABRILtestcamara_3_168__Korte-tomar_AINHOA1.mp4
L27__ainhoa__accion___27___saludart3_78__-Corte-saludar-Corte-saludar.npy,27,train,1.033,863,114,1157,408,25,ainhoa,accion___27___saludart3_78__-Corte-saludar-Corte-saludar.mp4
L48__todo_showroom__accion___14___showroom_ROBO_BONI_3_2024-12-18_09-06-24_no_obvio_testTOMA_DE_DATOS_4_151__-Corto.-Termino..npy,48,train,1.026,428,118,747,437,25,todo_showroom,accion___14___showroom_ROBO_BONI_3_2024-12-18_09-06-24_no_obvio_testTOMA_DE_DATOS_4_151__-Corto.-Termino..mp4
"L02__ainhoa__accion___2___SEP26_primera_t4_522__-corte,-dejo__metadata-informacion,-zona-norte-4-Objeto-pantalon-Categoria-textil-Robo-bolso.npy",2,train,1.03,751,174,1035,458,25,ainhoa,"accion___2___SEP26_primera_t4_522__-corte,-dejo__metadata-informacion,-zona-norte-4-Objeto-pantalon-Categoria-textil-Robo-bolso.mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_1_31__Corte-tomar._AINHOA2.npy,1,train,1.012,822,128,1160,466,25,dia,accion___1___JUAN15ABRILtestcamara_1_31__Corte-tomar._AINHOA2.mp4
L03__ainhoa__accion___3___OCT01_primera_t4_40__-Corte-saco__metadata-informacion-S.-Norte-4-Objeto-Pantalon-Categoria-Textil-Robo-bolsillo.npy,3,train,1.1,714,162,1012,460,25,ainhoa,accion___3___OCT01_primera_t4_40__-Corte-saco__metadata-informacion-S.-Norte-4-Objeto-Pantalon-Categoria-Textil-Robo-bolsillo.mp4
L03__ainhoa__accion___3___SEP30_t1_125__-Corte-Saco__metadata-informacion.-Zona-sur-4.-Objeto-zapato.-Categoria-textil.-Robo-abrigo..npy,3,train,1.05,666,118,863,315,25,ainhoa,accion___3___SEP30_t1_125__-Corte-Saco__metadata-informacion.-Zona-sur-4.-Objeto-zapato.-Categoria-textil.-Robo-abrigo..mp4
"L10__ainhoa__accion___10___OCT04_primera_t2_176__-Corte,-sostengo.__metadata-informacion.-Zona-centro-2.-Robo-abrigo..npy",10,train,1.089,718,174,944,400,25,ainhoa,"accion___10___OCT04_primera_t2_176__-Corte,-sostengo.__metadata-informacion.-Zona-centro-2.-Robo-abrigo..mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_205__-corto-termino..npy,4,train,1.07,879,103,1104,328,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_205__-corto-termino..mp4
L13__ainhoa__accion___13___OCT03_primera_t2_568__-Corte-Saco__metadata-informacion.-Zona-sur-3.-Robo-bolso..npy,13,train,1.07,1002,175,1200,373,25,ainhoa,accion___13___OCT03_primera_t2_568__-Corte-Saco__metadata-informacion.-Zona-sur-3.-Robo-bolso..mp4
"L03__ainhoa__accion___3___SEP26_primera_t2_13__-Corte,-saco.__metadata-informacion.-Zona-sur-1.-Objeto-camisa.-Categoria-textil.-Robo-abrigo..npy",3,train,1.067,872,140,1035,303,25,ainhoa,"accion___3___SEP26_primera_t2_13__-Corte,-saco.__metadata-informacion.-Zona-sur-1.-Objeto-camisa.-Categoria-textil.-Robo-abrigo..mp4"
"L02__ainhoa__accion___2___SEP26_primera_t4_961__-corte,-dejo.__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolso.npy",2,train,1.065,743,138,1080,475,25,ainhoa,"accion___2___SEP26_primera_t4_961__-corte,-dejo.__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolso.mp4"
L11__ainhoa__accion___11___OCT03_primera_t3_508__-Corte-agarro__metadata-informacion.-Zona-Sur-2.-Robo-bolso..npy,11,train,1.073,524,623,981,1080,25,ainhoa,accion___11___OCT03_primera_t3_508__-Corte-agarro__metadata-informacion.-Zona-Sur-2.-Robo-bolso..mp4
"L02__dia__accion___2___MIGUEL1testcamara_2_630__Corte,-dejo._JOSESEC1.npy",2,train,1.099,905,207,1040,342,25,dia,"accion___2___MIGUEL1testcamara_2_630__Corte,-dejo._JOSESEC1.mp4"
"L13__ainhoa__accion___13___OCT03_primera_t4_254__-Corte-saco.__metadata-informacion,-zona-sur-3-Robo-abrigo.npy",13,train,1.066,323,275,644,596,25,ainhoa,"accion___13___OCT03_primera_t4_254__-Corte-saco.__metadata-informacion,-zona-sur-3-Robo-abrigo.mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_2_54__Corte-tomar._JUAN8.npy,1,train,1.057,389,328,932,871,25,dia,accion___1___JUAN15ABRILtestcamara_2_54__Corte-tomar._JUAN8.mp4
"L13__ainhoa__accion___13___OCT10_bolsillost2_449__-corte,-saco..npy",13,train,1.085,905,290,1230,615,25,ainhoa,"accion___13___OCT10_bolsillost2_449__-corte,-saco..mp4"
L26__ainhoa__accion___26___saltar2t1_33__-Corte-saltar.npy,26,train,1.045,780,116,1050,386,25,ainhoa,accion___26___saltar2t1_33__-Corte-saltar.mp4
"L36__ainhoa__accion___36___botellat4_52__-Corte,-abrir..npy",36,train,1.083,712,124,988,400,25,ainhoa,"accion___36___botellat4_52__-Corte,-abrir..mp4"
"L03__ainhoa__accion___3___OCT01_primera_t4_16__-Corte-Saco__metadata-informacion,-zona-norte-4-Objeto,-camiseta-Categoria-textil-Robo-bolsillo.npy",3,train,1.053,696,157,972,433,25,ainhoa,"accion___3___OCT01_primera_t4_16__-Corte-Saco__metadata-informacion,-zona-norte-4-Objeto,-camiseta-Categoria-textil-Robo-bolsillo.mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_4_182__Corte-tomar_JOSE2.npy,1,train,1.012,587,189,981,583,25,dia,accion___1___JUAN15ABRILtestcamara_4_182__Corte-tomar_JOSE2.mp4
"L38__ainhoa__accion___38___chaquetat3_87__-Corte,-poner..npy",38,train,1.047,857,170,1289,602,25,ainhoa,"accion___38___chaquetat3_87__-Corte,-poner..mp4"
"L48__ainhoa__accion___4___no_obvio_SEP26_primera_t2_934__-Corte,-guardo.__metadata-informacion-Zona-norte-3-Objeto-pantalon-Categoria-textil-Robo-bols__b41badf6.npy",48,train,1.005,602,270,885,553,25,ainhoa,"accion___4___no_obvio_SEP26_primera_t2_934__-Corte,-guardo.__metadata-informacion-Zona-norte-3-Objeto-pantalon-Categoria-textil-Robo-bolso.mp4"
L03__dia__accion___3___JUAN15ABRILtestcamara_3_44__Corte-sacar._AINHOA2.npy,3,train,1.018,726,223,1096,593,25,dia,accion___3___JUAN15ABRILtestcamara_3_44__Corte-sacar._AINHOA2.mp4
"L12__ainhoa__accion___12___OCT03_primera_t2_156__-Corte,-dejo.__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..npy",12,train,1.056,826,130,1000,304,25,ainhoa,"accion___12___OCT03_primera_t2_156__-Corte,-dejo.__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..mp4"
L14__ainhoa__accion___14___OCT03_primera_t1_434__-Corte-guardo.__metadata-informacion.-Zona-centro-2.-Robo-bolso..npy,14,val,1.028,618,160,839,381,25,ainhoa,accion___14___OCT03_primera_t1_434__-Corte-guardo.__metadata-informacion.-Zona-centro-2.-Robo-bolso..mp4
L48__todo_showroom__accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_3_100__-corto-termino..npy,48,train,1.046,1319,485,1780,946,25,todo_showroom,accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_3_100__-corto-termino..mp4
L00__dia__accion___0___JUAN15ABRILtestcamara_2_43__Corte-leer._JUAN4.npy,0,train,1.073,793,110,1016,333,25,dia,accion___0___JUAN15ABRILtestcamara_2_43__Corte-leer._JUAN4.mp4
"L02__ainhoa__accion___2___SEP26_primera_t3_83__-Corte,-dejo.__metadata-informacion,-zona-centro-2-Objeto-camiseta-Categoria-textil-Robo-abrigo.npy",2,val,1.004,975,215,1317,557,25,ainhoa,"accion___2___SEP26_primera_t3_83__-Corte,-dejo.__metadata-informacion,-zona-centro-2-Objeto-camiseta-Categoria-textil-Robo-abrigo.mp4"
L13__ainhoa__accion___13___OCT09_t3_64__-Corte-saco__metadata-informacion.-Zona-norte-4.-Robo-bolso..npy,13,train,1.068,879,118,1165,404,25,ainhoa,accion___13___OCT09_t3_64__-Corte-saco__metadata-informacion.-Zona-norte-4.-Robo-bolso..mp4
"L02__ainhoa__accion___2___SEP30_t1_23__-Corte,-dejo.__metadata-informacion,-zona-norte-3,-objeto-pantalon-Categoria-textil,-robo-abrigo.npy",2,train,1.052,567,248,883,564,25,ainhoa,"accion___2___SEP30_t1_23__-Corte,-dejo.__metadata-informacion,-zona-norte-3,-objeto-pantalon-Categoria-textil,-robo-abrigo.mp4"
"L12__ainhoa__accion___12___OCT04_primera_t3_1190__-Corte,-dejo.__metadata-informacion.-Zona-sur-4.-Robo-abrigo..npy",12,train,1.028,1077,267,1547,737,25,ainhoa,"accion___12___OCT04_primera_t3_1190__-Corte,-dejo.__metadata-informacion.-Zona-sur-4.-Robo-abrigo..mp4"
"L47__dia__accion___42___MIGUEL1testcamara_1_119__Corte,-camino_JOSESEC3.npy",47,train,1.041,831,110,1172,451,25,dia,"accion___42___MIGUEL1testcamara_1_119__Corte,-camino_JOSESEC3.mp4"
L12__dia__accion___12___MIGUEL1testcamara_3_235__corte-carrito_MIGUEL4.npy,12,train,1.046,798,153,1224,579,25,dia,accion___12___MIGUEL1testcamara_3_235__corte-carrito_MIGUEL4.mp4
"L02__dia__accion___2___MIGUEL1testcamara_3_360__Corte,-carrito_MIGUEL2.npy",2,train,1.006,783,84,1114,415,25,dia,"accion___2___MIGUEL1testcamara_3_360__Corte,-carrito_MIGUEL2.mp4"
L11__dia__accion___9___MIGUEL1testcamara_4_131__Corte-topar_ainhoa5.npy,11,train,1.089,168,570,382,784,25,dia,accion___9___MIGUEL1testcamara_4_131__Corte-topar_ainhoa5.mp4
"L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_3_368__-Corte,-termino..npy",4,val,1.053,1043,198,1632,787,25,todo_showroom,"accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_3_368__-Corte,-termino..mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_4_39__Corte-agarrar._JUAN13.npy,1,train,1.069,93,325,550,782,25,dia,accion___1___JUAN15ABRILtestcamara_4_39__Corte-agarrar._JUAN13.mp4
L33__ainhoa__accion___33___bailart2_117__-Corte-bailar.npy,33,train,1.017,865,173,1124,432,25,ainhoa,accion___33___bailart2_117__-Corte-bailar.mp4
L27__ainhoa__accion___27___saludart1_65__-Corte-saludar..npy,27,val,1.095,649,95,972,418,25,ainhoa,accion___27___saludart1_65__-Corte-saludar..mp4
L22__ainhoa__accion___22___mochielat2_80__-y-corte-y-quitar.npy,22,train,1.049,942,225,1233,516,25,ainhoa,accion___22___mochielat2_80__-y-corte-y-quitar.mp4
L03__dia__accion___3___MIGUEL1testcamara_4_8__Corte-sacar_ainhoa4.npy,3,train,1.035,515,243,825,553,25,dia,accion___3___MIGUEL1testcamara_4_8__Corte-sacar_ainhoa4.mp4
"L02__ainhoa__accion___2___SEP30_t4_738__-Corte,-dejo.__metadata-informacion.-Zona-norte-1.-Objeto-sujetador.-Categoria-textil.-Robo-bolso..npy",2,train,1.022,481,142,704,365,25,ainhoa,"accion___2___SEP30_t4_738__-Corte,-dejo.__metadata-informacion.-Zona-norte-1.-Objeto-sujetador.-Categoria-textil.-Robo-bolso..mp4"
"L48__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_3_360__-Corte,-termino..npy",48,train,1.038,1134,292,1709,867,25,todo_showroom,"accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_3_360__-Corte,-termino..mp4"
L12__ainhoa__accion___12___OCT04_primera_t3_754__-Corte-vejo__metadata-informacion.-Zona-norte-1.-Robo-abrigo..npy,12,train,1.027,504,112,758,366,25,ainhoa,accion___12___OCT04_primera_t3_754__-Corte-vejo__metadata-informacion.-Zona-norte-1.-Robo-abrigo..mp4
L02__ainhoa__accion___2___OCT01_primera_t2_262__-Corte-dejo.__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy,2,train,1.039,1031,177,1223,369,25,ainhoa,accion___2___OCT01_primera_t2_262__-Corte-dejo.__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4
L13__ainhoa__accion___13___OCT04_primera_t1_1188__-Corte-saco__metadata-informacion.-Zona-sur-4.-Robo-abrigo..npy,13,train,1.074,638,118,835,315,25,ainhoa,accion___13___OCT04_primera_t1_1188__-Corte-saco__metadata-informacion.-Zona-sur-4.-Robo-abrigo..mp4
L11__dia__accion___11___MIGUEL1testcamara_3_151__Corte-agarrar_JOSESEC3.npy,11,val,1.016,634,107,957,430,25,dia,accion___11___MIGUEL1testcamara_3_151__Corte-agarrar_JOSESEC3.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_88__-corto-termino.npy,4,train,1.038,946,196,1285,535,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_88__-corto-termino.mp4
