npy,label,split,marco,x0,y0,x1,y1,fps,dataset_tipo,clip_origen
"L01__ainhoa__accion___1___SEP26_primera_t4_223__-corte,-agarro__metadata-informacion-Zona-norte-2-Objeto,-camisa-Categoria,-textil-Robo,-abrigo.npy",1,train,1.068,416,180,701,465,25,ainhoa,"accion___1___SEP26_primera_t4_223__-corte,-agarro__metadata-informacion-Zona-norte-2-Objeto,-camisa-Categoria,-textil-Robo,-abrigo.mp4"
"L48__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_2_14__-Corte,-termino..npy",48,train,1.029,785,119,1034,368,25,todo_showroom,"accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_2_14__-Corte,-termino..mp4"
L48__dia__accion___7___MIGUEL1testcamara_1_294__Corte-urgo_JOSESEC3.npy,48,train,1.053,692,108,929,345,25,dia,accion___7___MIGUEL1testcamara_1_294__Corte-urgo_JOSESEC3.mp4
L14__ainhoa__accion___14___OCT03_primera_t4_121__-Corte-guardo.__metadata-informacion-Zona-centro-2-Robo-abrigo.npy,14,train,1.097,703,229,1039,565,25,ainhoa,accion___14___OCT03_primera_t4_121__-Corte-guardo.__metadata-informacion-Zona-centro-2-Robo-abrigo.mp4
L14__ainhoa__accion___14___OCT10_abrigost4_257__-Corte-guardo.__metadata-informacion-Zona-Sur-2-Robo-abrigo.npy,14,train,1.033,95,560,484,949,25,ainhoa,accion___14___OCT10_abrigost4_257__-Corte-guardo.__metadata-informacion-Zona-Sur-2-Robo-abrigo.mp4
"L04__dia_guardar__accion___4___obvioJUAN15ABRILtestcamara_2_66__Corte,-guardar._JUAN8.npy",4,train,1.059,927,189,1264,526,25,dia_guardar,"accion___4___obvioJUAN15ABRILtestcamara_2_66__Corte,-guardar._JUAN8.mp4"
L12__dia__accion___12___MIGUEL1testcamara_4_2__Corte-carrito._MIGUEL5.npy,12,train,1.035,591,179,999,587,25,dia,accion___12___MIGUEL1testcamara_4_2__Corte-carrito._MIGUEL5.mp4
L48__dia__accion___7___JUAN15ABRILtestcamara_1_121__Corte-hurgar_AINHOA1.npy,48,train,1.033,905,122,1120,337,25,dia,accion___7___JUAN15ABRILtestcamara_1_121__Corte-hurgar_AINHOA1.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_1_319__-corto-termino.npy,4,train,1.082,871,120,1257,506,25,todo_showroom,accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_1_319__-corto-termino.mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_4_185__Corte-carrito_JOSE2.npy,2,train,1.036,260,153,754,647,25,dia,accion___2___JUAN15ABRILtestcamara_4_185__Corte-carrito_JOSE2.mp4
L11__dia__accion___9___JUAN15ABRILtestcamara_3_122__Corte-topar_AINHOA3.npy,11,train,1.078,396,427,820,851,25,dia,accion___9___JUAN15ABRILtestcamara_3_122__Corte-topar_AINHOA3.mp4
L03__dia__accion___3___JUAN15ABRILtestcamara_2_33__Corte-sacar._JUAN12.npy,3,val,1.0,770,128,1040,398,25,dia,accion___3___JUAN15ABRILtestcamara_2_33__Corte-sacar._JUAN12.mp4
"L13__ainhoa__accion___13___OCT10_bolsost4_18__-Corte,-saco.__metadata-informacion.-Zona-norte-3.-Robo-bolso..npy",13,train,1.013,776,132,1008,364,25,ainhoa,"accion___13___OCT10_bolsost4_18__-Corte,-saco.__metadata-informacion.-Zona-norte-3.-Robo-bolso..mp4"
L10__ainhoa__accion___10___OCT04_primera_t1_293__-corte-y-sostengo.__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..npy,10,train,1.048,651,98,821,268,25,ainhoa,accion___10___OCT04_primera_t1_293__-corte-y-sostengo.__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..mp4
L22__ainhoa__accion___22___mochielat3_14__-una-una.npy,22,train,1.078,1082,374,1702,994,25,ainhoa,accion___22___mochielat3_14__-una-una.mp4
L48__dia__accion___7___MIGUEL1testcamara_3_56__Corte-urgo_JOSESEC2.npy,48,train,1.055,739,206,1167,634,25,dia,accion___7___MIGUEL1testcamara_3_56__Corte-urgo_JOSESEC2.mp4
L29__ainhoa__accion___29___sentarset2_119__-corte-abajo..npy,29,train,1.017,867,274,1179,586,25,ainhoa,accion___29___sentarset2_119__-corte-abajo..mp4
L14__dia__accion___14___MIGUEL1testcamara_1_8__Corte-guardar._JOSESEC3.npy,14,val,1.016,719,192,1047,520,25,dia,accion___14___MIGUEL1testcamara_1_8__Corte-guardar._JOSESEC3.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_1_237__-Termino..npy,4,train,1.08,833,97,1112,376,25,todo_showroom,accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_1_237__-Termino..mp4
"L11__dia__accion___24___JUAN15ABRILtestcamara_3_38__Corte,-bajar-mano._JUAN3.npy",11,train,1.027,588,76,954,442,25,dia,"accion___24___JUAN15ABRILtestcamara_3_38__Corte,-bajar-mano._JUAN3.mp4"
"L11__ainhoa__accion___11___OCT04_primera_t3_1119__-Corte,-inicio.-Corte,-agarro.__metadata-informacion.-Zona-sur-1.-Robo-abrigo..npy",11,train,1.099,1306,573,1766,1033,25,ainhoa,"accion___11___OCT04_primera_t3_1119__-Corte,-inicio.-Corte,-agarro.__metadata-informacion.-Zona-sur-1.-Robo-abrigo..mp4"
L01__ainhoa__accion___1___SEP30_t1_27__-corte-agarro__metadata-informacion-Zona-norte-3-Objeto-camisa-Categoria-textil-Robo-abrigo.npy,1,train,1.054,490,234,823,567,25,ainhoa,accion___1___SEP30_t1_27__-corte-agarro__metadata-informacion-Zona-norte-3-Objeto-camisa-Categoria-textil-Robo-abrigo.mp4
"L14__ainhoa__accion___14___OCT10_bolsost2_201__-Corte,-guardo.__metadata-informacion..npy",14,train,1.019,1009,170,1198,359,25,ainhoa,"accion___14___OCT10_bolsost2_201__-Corte,-guardo.__metadata-informacion..mp4"
L11__ainhoa__accion___11___OCT10_abrigost4_211__-Corte-Inicio-Corte-Agarro__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..npy,11,train,1.084,672,586,1127,1041,25,ainhoa,accion___11___OCT10_abrigost4_211__-Corte-Inicio-Corte-Agarro__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..mp4
"L04__todo_showroom__accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_2_196__-Corto,-termino..npy",4,train,1.066,1002,143,1236,377,25,todo_showroom,"accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_2_196__-Corto,-termino..mp4"
L03__ainhoa__accion___3___SEP26_primera_t2_780__-Corte-saco.__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolso.npy,3,train,1.036,924,232,1189,497,25,ainhoa,accion___3___SEP26_primera_t2_780__-Corte-saco.__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolso.mp4
L02__ainhoa__accion___2___SEP26_primera_t1_305__-Forte-dejo.__metadata-informacion.-Zona-centro-1-Objeto-pantalon.-Categoria-textil-Robo-abrigo.npy,2,train,1.041,846,185,1103,442,25,ainhoa,accion___2___SEP26_primera_t1_305__-Forte-dejo.__metadata-informacion.-Zona-centro-1-Objeto-pantalon.-Categoria-textil-Robo-abrigo.mp4
L13__dia__accion___13___MIGUEL1testcamara_4_165__Corte-sacar_JOSESEC3.npy,13,val,1.023,492,131,771,410,25,dia,accion___13___MIGUEL1testcamara_4_165__Corte-sacar_JOSESEC3.mp4
"L42__ainhoa__accion___42___gafast2_23__-Corte,-quitar.npy",42,train,1.094,873,203,1178,508,25,ainhoa,"accion___42___gafast2_23__-Corte,-quitar.mp4"
L03__ainhoa__accion___3___OCT01_primera_t4_1192__-Corte-saco__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy,3,train,1.063,687,227,1017,557,25,ainhoa,accion___3___OCT01_primera_t4_1192__-Corte-saco__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4
"L12__ainhoa__accion___12___OCT09_t1_454__-Corte,-dejo.__metadata-informacion.-Zona-norte-3.-Robo-bolso..npy",12,train,1.025,904,148,1121,365,25,ainhoa,"accion___12___OCT09_t1_454__-Corte,-dejo.__metadata-informacion.-Zona-norte-3.-Robo-bolso..mp4"
L14__dia__accion___14___MIGUEL1testcamara_2_302__Corte-guardo_JOSESEC3.npy,14,train,1.094,697,190,1031,524,25,dia,accion___14___MIGUEL1testcamara_2_302__Corte-guardo_JOSESEC3.mp4
"L14__ainhoa__accion___14___OCT09_t4_465__-Guarde,-guardo.__metadata-informacion.-Zona-Centro-1.-Robo-bolso..npy",14,train,1.045,323,262,643,582,25,ainhoa,"accion___14___OCT09_t4_465__-Guarde,-guardo.__metadata-informacion.-Zona-Centro-1.-Robo-bolso..mp4"
L00__dia__accion___0___JUAN15ABRILtestcamara_3_177__Corte-leer._JUAN11.npy,0,train,1.051,551,581,935,965,25,dia,accion___0___JUAN15ABRILtestcamara_3_177__Corte-leer._JUAN11.mp4
"L02__ainhoa__accion___2___OCT01_primera_t3_1031__-Corte,-dejo.__metadata-informacion.-Zona-norte-2.-Objeto-camiseta.-Categoria-textil.-Robo-bolsillo..npy",2,train,1.096,453,228,838,613,25,ainhoa,"accion___2___OCT01_primera_t3_1031__-Corte,-dejo.__metadata-informacion.-Zona-norte-2.-Objeto-camiseta.-Categoria-textil.-Robo-bolsillo..mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_4_150__Corte-dejar-carrito._JUAN7.npy,2,train,1.093,236,200,661,625,25,dia,accion___2___JUAN15ABRILtestcamara_4_150__Corte-dejar-carrito._JUAN7.mp4
L04__dia_guardar__accion___4___obvioJUAN15ABRILtestcamara_1_55__Korte-guardar._AINHOA1.npy,4,train,1.025,886,117,1076,307,25,dia_guardar,accion___4___obvioJUAN15ABRILtestcamara_1_55__Korte-guardar._AINHOA1.mp4
L14__ainhoa__accion___14___OCT10_bolsost2_76__-guardo.__metadata-informacion.-Zona-centro-2.-Robo-bolso..npy,14,val,1.061,738,172,960,394,25,ainhoa,accion___14___OCT10_bolsost2_76__-guardo.__metadata-informacion.-Zona-centro-2.-Robo-bolso..mp4
"L02__dia__accion___2___MIGUEL1testcamara_2_293__Corte,-dejo_JOSESEC1.npy",2,train,1.001,1024,157,1248,381,25,dia,"accion___2___MIGUEL1testcamara_2_293__Corte,-dejo_JOSESEC1.mp4"
"L00__ainhoa__accion___0___SEP30_t4_368__-Corte,-sostengo.__metadata-informacion.-Zona-centro-1.-Objeto-camiseta.-Categoria-textil.-Robo-abrigo..npy",0,train,1.039,522,135,752,365,25,ainhoa,"accion___0___SEP30_t4_368__-Corte,-sostengo.__metadata-informacion.-Zona-centro-1.-Objeto-camiseta.-Categoria-textil.-Robo-abrigo..mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_1_155__Corte-agarrar._JUAN5.npy,1,train,1.039,877,202,1348,673,25,dia,accion___1___JUAN15ABRILtestcamara_1_155__Corte-agarrar._JUAN5.mp4
"L38__ainhoa__accion___38___chaquetat3_82__-Corte,-poner..npy",38,train,1.047,631,238,1260,867,25,ainhoa,"accion___38___chaquetat3_82__-Corte,-poner..mp4"
L11__dia__accion___11___MIGUEL1testcamara_4_124__Corte-agarrar._MIGUEL5.npy,11,train,1.071,64,376,531,843,25,dia,accion___11___MIGUEL1testcamara_4_124__Corte-agarrar._MIGUEL5.mp4
"L04__ainhoa__accion___4___obvio_SEP30_t2_350__-corte,-guardo.__metadata-informacion.npy",4,train,1.047,873,291,1188,606,25,ainhoa,"accion___4___obvio_SEP30_t2_350__-corte,-guardo.__metadata-informacion.mp4"
"L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_287__-corto,-termino..npy",4,train,1.057,804,115,1026,337,25,todo_showroom,"accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_287__-corto,-termino..mp4"
L03__ainhoa__accion___3___SEP30_t2_688__-Corte-Saco__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolso.npy,3,val,1.019,918,230,1173,485,25,ainhoa,accion___3___SEP30_t2_688__-Corte-Saco__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolso.mp4
L06__ainhoa__accion___6___n.primera_17.4_11__-Corte.-17..npy,6,train,1.004,486,81,738,333,25,ainhoa,accion___6___n.primera_17.4_11__-Corte.-17..mp4
L01__ainhoa__accion___1___OCT01_primera_t1_1272__-Corte-agarro.__metadata-informacion-Zona-Sur-3-Objeto-Camiseta-Categoria-Textil-Robo-bolsillo.npy,1,train,1.095,877,115,1077,315,25,ainhoa,accion___1___OCT01_primera_t1_1272__-Corte-agarro.__metadata-informacion-Zona-Sur-3-Objeto-Camiseta-Categoria-Textil-Robo-bolsillo.mp4
L11__ainhoa__accion___11___OCT10_bolsillost1_385__-Agarra.npy,11,train,1.098,920,192,1180,452,25,ainhoa,accion___11___OCT10_bolsillost1_385__-Agarra.mp4
L02__dia__accion___2___MIGUEL1testcamara_4_201__corte-carrito_JOSESEC2.npy,2,train,1.067,360,218,761,619,25,dia,accion___2___MIGUEL1testcamara_4_201__corte-carrito_JOSESEC2.mp4
"L34__ainhoa__accion___34___bolsot1_116__-corte,-dejo.npy",34,val,1.031,894,182,1155,443,25,ainhoa,"accion___34___bolsot1_116__-corte,-dejo.mp4"
L01__ainhoa__accion___1___OCT01_primera_t4_712__-Corte--Agarro__metadata-informacion-Zona-sur-3-Objeto-blusa-Categoria-textil-Robo-bolsillo.npy,1,train,1.013,206,360,584,738,25,ainhoa,accion___1___OCT01_primera_t4_712__-Corte--Agarro__metadata-informacion-Zona-sur-3-Objeto-blusa-Categoria-textil-Robo-bolsillo.mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_3_75__corte-carrito_AINHOA4.npy,2,val,1.076,448,394,973,919,25,dia,accion___2___JUAN15ABRILtestcamara_3_75__corte-carrito_AINHOA4.mp4
"L48__ainhoa__accion___4___no_obvio_SEP30_t4_212__-corte,-guardo__metadata-informacion,-zona-sur-3-Objeto-blusa,-categoria-textil-Robo-abrigo.npy",48,train,1.004,87,572,503,988,25,ainhoa,"accion___4___no_obvio_SEP30_t4_212__-corte,-guardo__metadata-informacion,-zona-sur-3-Objeto-blusa,-categoria-textil-Robo-abrigo.mp4"
L14__ainhoa__accion___14___OCT10_bolsost2_515__-Corte-guardo.__metadata-informacion.-Zona-centro-1.-Robo-bolso..npy,14,train,1.063,989,203,1215,429,25,ainhoa,accion___14___OCT10_bolsost2_515__-Corte-guardo.__metadata-informacion.-Zona-centro-1.-Robo-bolso..mp4
"L11__dia__accion___11___MIGUEL1testcamara_1_337__Corte,-agarrar_MIGUEL3.npy",11,val,1.059,598,71,841,314,25,dia,"accion___11___MIGUEL1testcamara_1_337__Corte,-agarrar_MIGUEL3.mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_1_78__Corte-dejar._JUAN10.npy,2,train,1.081,853,94,1124,365,25,dia,accion___2___JUAN15ABRILtestcamara_1_78__Corte-dejar._JUAN10.mp4
L06__ainhoa__accion___6___n.segunda_17.2_31__-Corte.-17..npy,6,train,1.07,942,0,1296,354,25,ainhoa,accion___6___n.segunda_17.2_31__-Corte.-17..mp4
"L02__dia__accion___2___JUAN15ABRILtestcamara_1_18__Corte,-carrito._JUAN7.npy",2,train,1.094,789,78,1072,361,25,dia,"accion___2___JUAN15ABRILtestcamara_1_18__Corte,-carrito._JUAN7.mp4"
"L04__ainhoa__accion___4___obvio_SEP26_primera_t2_1078__-corte-guardo.__metadata-informacion,-zona-sur-3-Objeto,-jersey-Categoria,-textil-Robo,-bolso.npy",4,train,1.09,971,162,1171,362,25,ainhoa,"accion___4___obvio_SEP26_primera_t2_1078__-corte-guardo.__metadata-informacion,-zona-sur-3-Objeto,-jersey-Categoria,-textil-Robo,-bolso.mp4"
"L01__ainhoa__accion___1___SEP30_t1_308__-Corte,-agarro.__metadata-informacion.-Zona-norte-2.-Objeto-camiseta.-Categoria-textil.-Robo-abrigo..npy",1,train,1.059,919,185,1177,443,25,ainhoa,"accion___1___SEP30_t1_308__-Corte,-agarro.__metadata-informacion.-Zona-norte-2.-Objeto-camiseta.-Categoria-textil.-Robo-abrigo..mp4"
L11__ainhoa__accion___11___OCT04_primera_t4_152__-Corte-agarro.__metadata-informacion.-Zona-centro-2.-Robo-abrigo..npy,11,train,1.076,747,221,1094,568,25,ainhoa,accion___11___OCT04_primera_t4_152__-Corte-agarro.__metadata-informacion.-Zona-centro-2.-Robo-abrigo..mp4
"L04__ainhoa__accion___4___obvio_OCT01_primera_t2_960__-Corte,-guardo.__metadata-informacion-Zona-Sur-3-Objeto-Camisa-Categoria-Textil-Robo-bolsillo.npy",4,train,1.065,1012,170,1207,365,25,ainhoa,"accion___4___obvio_OCT01_primera_t2_960__-Corte,-guardo.__metadata-informacion-Zona-Sur-3-Objeto-Camisa-Categoria-Textil-Robo-bolsillo.mp4"
L13__ainhoa__accion___13___OCT04_primera_t2_19__-Corte-Saco__metadata-informacion.-Zona-norte-3.-Robo-abrigo..npy,13,train,1.046,589,257,891,559,25,ainhoa,accion___13___OCT04_primera_t2_19__-Corte-Saco__metadata-informacion.-Zona-norte-3.-Robo-abrigo..mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_3_296__-corto-termino..npy,4,train,1.066,492,102,830,440,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_3_296__-corto-termino..mp4
"L12__dia__accion___12___MIGUEL1testcamara_1_341__Corte,-dejar_MIGUEL4.npy",12,train,1.054,825,136,1095,406,25,dia,"accion___12___MIGUEL1testcamara_1_341__Corte,-dejar_MIGUEL4.mp4"
"L03__dia__accion___3___JUAN15ABRILtestcamara_4_6__Corte,-sacar._JUAN5.npy",3,val,1.081,471,197,947,673,25,dia,"accion___3___JUAN15ABRILtestcamara_4_6__Corte,-sacar._JUAN5.mp4"
"L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_2_408__-corte,-termino.npy",4,train,1.035,785,120,990,325,25,todo_showroom,"accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_2_408__-corte,-termino.mp4"
"L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_3_150__-Corte,-termino..npy",4,train,1.051,435,98,828,491,25,todo_showroom,"accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_3_150__-Corte,-termino..mp4"
"L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_1_326__-Corte,-termino..npy",4,train,1.012,583,121,864,402,25,todo_showroom,"accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_1_326__-Corte,-termino..mp4"
L11__dia__accion___11___MIGUEL1testcamara_1_180__Corte-agarrar_MIGUEL4.npy,11,val,1.073,601,78,836,313,25,dia,accion___11___MIGUEL1testcamara_1_180__Corte-agarrar_MIGUEL4.mp4
"L12__ainhoa__accion___12___OCT10_abrigost2_16__-Corte,-dejo.__metadata-informacion.-Zona-norte-3.-Robo-abrigo..npy",12,train,1.019,562,253,848,539,25,ainhoa,"accion___12___OCT10_abrigost2_16__-Corte,-dejo.__metadata-informacion.-Zona-norte-3.-Robo-abrigo..mp4"
"L48__dia__accion___7___MIGUEL1testcamara_1_306__Corte,-urgo_JOSESEC3.npy",48,train,1.031,685,101,915,331,25,dia,"accion___7___MIGUEL1testcamara_1_306__Corte,-urgo_JOSESEC3.mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_4_31__Corte-dejar-carrito._AINHOA1.npy,2,train,1.077,615,182,1135,702,25,dia,accion___2___JUAN15ABRILtestcamara_4_31__Corte-dejar-carrito._AINHOA1.mp4
L14__ainhoa__accion___14___OCT09_t3_337__-Corte-y-guardo.__metadata-informacion.-Zona-Sur-1.-Robo-bolso..npy,14,val,1.084,675,731,1024,1080,25,ainhoa,accion___14___OCT09_t3_337__-Corte-y-guardo.__metadata-informacion.-Zona-Sur-1.-Robo-bolso..mp4
"L02__dia__accion___2___MIGUEL1testcamara_3_435__Corte,-dejo_JOSESEC1.npy",2,train,1.035,486,283,907,704,25,dia,"accion___2___MIGUEL1testcamara_3_435__Corte,-dejo_JOSESEC1.mp4"
L12__ainhoa__accion___12___OCT10_bolsost2_86__-te-dejo.__metadata-informacion.-Zona-centro-2.-Robo-bolso..npy,12,train,1.067,707,171,933,397,25,ainhoa,accion___12___OCT10_bolsost2_86__-te-dejo.__metadata-informacion.-Zona-centro-2.-Robo-bolso..mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_3_148__Corte-carrito._JUAN7.npy,2,val,1.041,430,167,972,709,25,dia,accion___2___JUAN15ABRILtestcamara_3_148__Corte-carrito._JUAN7.mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_2_290__Corte-carrito._JOSE2.npy,2,train,1.019,900,145,1119,364,25,dia,accion___2___JUAN15ABRILtestcamara_2_290__Corte-carrito._JOSE2.mp4
L39__ainhoa__accion___39___chaquetat4_4__-Corte-guitarra.npy,39,train,1.012,715,143,980,408,25,ainhoa,accion___39___chaquetat4_4__-Corte-guitarra.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_208__-Corto-termino..npy,4,train,1.062,869,101,1103,335,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_208__-Corto-termino..mp4
"L02__ainhoa__accion___2___OCT01_primera_t2_755__-Corte,-dejo.__metadata-informacion-Zona-sur-1-Objeto-falda-Categoria-textil-Drobo-bolsillo.npy",2,train,1.046,832,130,1001,299,25,ainhoa,"accion___2___OCT01_primera_t2_755__-Corte,-dejo.__metadata-informacion-Zona-sur-1-Objeto-falda-Categoria-textil-Drobo-bolsillo.mp4"
"L12__ainhoa__accion___12___OCT04_primera_t1_280__-Corte,-dejo.__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..npy",12,val,1.05,632,98,803,269,25,ainhoa,"accion___12___OCT04_primera_t1_280__-Corte,-dejo.__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_3_184__Corte-tomar._JUAN12.npy,1,train,1.086,546,130,1006,590,25,dia,accion___1___JUAN15ABRILtestcamara_3_184__Corte-tomar._JUAN12.mp4
"L14__ainhoa__accion___14___OCT04_primera_t4_1082__-corte,-guardo.__metadata-informacion.-Zona-Sur-1..npy",14,train,1.026,609,632,1046,1069,25,ainhoa,"accion___14___OCT04_primera_t4_1082__-corte,-guardo.__metadata-informacion.-Zona-Sur-1..mp4"
L05__ainhoa__accion___5___segunda-tirada-11.2m_4__-Corte.-Once._muy_l4rg0_2.npy,5,train,1.083,598,107,1084,593,25,ainhoa,accion___5___segunda-tirada-11.2m_4__-Corte.-Once._muy_l4rg0_2.mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_1_19__Corte-dejar._JUAN10.npy,2,val,1.047,850,86,1091,327,25,dia,accion___2___JUAN15ABRILtestcamara_1_19__Corte-dejar._JUAN10.mp4
"L48__todo_showroom__accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_1_38__-Corte,-termino.-Corte,-termino..npy",48,train,1.063,838,92,1045,299,25,todo_showroom,"accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_1_38__-Corte,-termino.-Corte,-termino..mp4"
"L11__dia__accion___11___MIGUEL1testcamara_3_52__Corte,-agarrar_MIGUEL4.npy",11,train,1.038,1048,208,1538,698,25,dia,"accion___11___MIGUEL1testcamara_3_52__Corte,-agarrar_MIGUEL4.mp4"
"L11__dia__accion___9___JUAN15ABRILtestcamara_1_38__Corte,-topar_JUAN11.npy",11,train,1.015,617,102,916,401,25,dia,"accion___9___JUAN15ABRILtestcamara_1_38__Corte,-topar_JUAN11.mp4"
L35__ainhoa__accion___35___bolsot1_36__-Corte-agarro..npy,35,train,1.064,936,224,1240,528,25,ainhoa,accion___35___bolsot1_36__-Corte-agarro..mp4
L13__ainhoa__accion___13___OCT03_primera_t1_428__-Corte-Saco__metadata-informacion.-Zona-centro-2.-Robo-bolso..npy,13,train,1.062,623,154,852,383,25,ainhoa,accion___13___OCT03_primera_t1_428__-Corte-Saco__metadata-informacion.-Zona-centro-2.-Robo-bolso..mp4
L48__dia__accion___7___JUAN15ABRILtestcamara_4_107__Corte-hurgar._JUAN13.npy,48,train,1.089,188,219,566,597,25,dia,accion___7___JUAN15ABRILtestcamara_4_107__Corte-hurgar._JUAN13.mp4
L03__dia__accion___3___JUAN15ABRILtestcamara_3_124__Corte-sacar._JUAN10.npy,3,train,1.024,526,219,1020,713,25,dia,accion___3___JUAN15ABRILtestcamara_3_124__Corte-sacar._JUAN10.mp4
L13__ainhoa__accion___13___OCT03_primera_t1_637__-Corte-saco.__metadata-informacion..npy,13,train,1.024,913,203,1156,446,25,ainhoa,accion___13___OCT03_primera_t1_637__-Corte-saco.__metadata-informacion..mp4
L48__todo_showroom__accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_2_275__-corto-termino.npy,48,train,1.046,953,205,1297,549,25,todo_showroom,accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_2_275__-corto-termino.mp4
L48__dia__accion___7___JUAN15ABRILtestcamara_1_197__Korte-urgar_AINHOA3.npy,48,val,1.056,801,157,977,333,25,dia,accion___7___JUAN15ABRILtestcamara_1_197__Korte-urgar_AINHOA3.mp4
L04__todo_showroom__accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_4_133__-Corte-carmino.npy,4,train,1.001,726,193,1058,525,25,todo_showroom,accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_4_133__-Corte-carmino.mp4
"L11__dia__accion___24___JUAN15ABRILtestcamara_2_52__Corte,-bajar-mano._JUAN5.npy",11,val,1.1,726,133,1043,450,25,dia,"accion___24___JUAN15ABRILtestcamara_2_52__Corte,-bajar-mano._JUAN5.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_3_16__-corto-termino.npy,4,val,1.051,474,99,811,436,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_3_16__-corto-termino.mp4
L11__ainhoa__accion___11___OCT04_primera_t1_1403__-Corte-agarro.__metadata-informacion.-Zona-norte-3.-Robo-abrigo..npy,11,train,1.011,567,250,864,547,25,ainhoa,accion___11___OCT04_primera_t1_1403__-Corte-agarro.__metadata-informacion.-Zona-norte-3.-Robo-abrigo..mp4
